6.0,0.015889084321392268
7.0,0.014581514334763224
8.0,0.015648660162560474
9.0,0.016361496703658242
10.0,0.0194448310914835
11.0,0.01742442456375669
12.0,0.018331287618999412
13.0,0.020022692666219564
14.0,0.024177390849540875
15.0,0.02367123472568447
16.0,0.026674427727232466
17.0,0.027286033043558953
18.0,0.026665991791834858
19.0,0.03300981521083512
20.0,0.034819323353621756
21.0,0.033317726852847764
22.0,0.030959882909216682
23.0,0.02625684892505093
24.0,0.02556510222244718
25.0,0.02135135249134262
26.0,0.022211817901898506
27.0,0.021777367228921762
28.0,0.01796432442920352
29.0,0.019158009287964874
30.0,0.019423741252989485
31.0,0.019904589570653067
32.0,0.01541667193912629
33.0,0.01496534939535433
34.0,0.017124948857141654
35.0,0.018057119718577194
36.0,0.012278503971216588
37.0,0.013683087214918108
38.0,0.011882015007529072
39.0,0.011763911911962579
40.0,0.012902763190639486
41.0,0.01300821238310957
42.0,0.010401508345249092
43.0,0.00906863055242723
44.0,0.008279870592751001
45.0,0.010658804374876096
46.0,0.008482333042293563
47.0,0.009836300673609442
48.0,0.006765620188880593
49.0,0.007149455249471699
50.0,0.01019904589570653
51.0,0.008490768977691169
52.0,0.008440153365305528
53.0,0.007799022275087417
54.0,0.0063396054513014536
55.0,0.005462268169950354
56.0,0.006107617227867269
57.0,0.002965231292258764
58.0,0.006023257873891201
59.0,0.004040813055453622
60.0,0.005643640780998899
61.0,0.0032140913864881623
62.0,0.004850662853623867
63.0,0.005462268169950354
64.0,0.0059178086814211175
65.0,0.004905496433708311
66.0,0.004572276985502845
67.0,0.004112518506333278
68.0,0.0048422269182262605
69.0,0.005015163593877198
70.0,0.004555405114707632
71.0,0.003581054576284055
72.0,0.00479161130584062
73.0,0.004838008950527457
74.0,0.00289774380907791
75.0,0.00432763485897225
76.0,0.002627793876354495
77.0,0.005441178331456338
78.0,0.0028935258413791067
79.0,0.0034460796099223473
80.0,0.003652760027163712
81.0,0.0029863211307527807
82.0,0.0028850899059815
83.0,0.003294232772765426
84.0,0.0019149573352567266
85.0,0.003163475774102522
86.0,0.001383493405207503
87.0,0.0022861384927514226
88.0,0.0025898321670652646
89.0,0.0024717290714987706
90.0,0.0014847246299787835
91.0,-0.0004724123822659766
92.0,0.0010544919247008407
93.0,0.002826038358198253
94.0,0.0018685596905698896
95.0,0.0022734845896550124
96.0,0.0027965125843066293
97.0,9.701325707247733e-05
98.0,0.0015058144684728003
99.0,0.0014214551144967331
100.0,0.0010882356662912675
